Country,State,Year,Ministry Or Department Name,Direct Benefit Transfer (Dbt) Scheme Name,Direct Benefit Transfer (Dbt) Scheme Benefit Type,Direct Benefit Transfer (Dbt) Fund Transferred (UOM:INR(IndianRupees))
India,Chhattisgarh,"Financial Year (Apr - Mar), 2019",Department of Agricultural Research and Education,AgEdn - National Talent Scholarship UG,Cash,924000
India,Chandigarh,"Financial Year (Apr - Mar), 2019",Department of Higher Education,P.G. Scholarship For GATE/GPAT Qualified Students For Pursuing M.Tech/ M.E./M.Pharma - AICTE,Cash,99884587
India,Delhi,"Financial Year (Apr - Mar), 2019",Department of Higher Education,P.G. Indira Gandhi Scholarship For Single Girl Child,Cash,78492
India,Bihar,"Financial Year (Apr - Mar), 2019",Ministry of Railways,Prime Minister's Scholarship Scheme for Railway Protection Force (RPF),Cash,150000
India,Goa,"Financial Year (Apr - Mar), 2018",Ministry of Housing and Urban Affairs,CREDIT LINK SUBSIDY SCHEME (CLSS),Cash,70024957
India,Goa,"Financial Year (Apr - Mar), 2018",Ministry of Women and Child Development,Pradhan Mantri Matru Vandana Yojana,Cash,19341000
India,Chhattisgarh,"Financial Year (Apr - Mar), 2018",Ministry of Labour and Employment,"Financial Assistance for Education for the Wards of Beedi, Cine, IOMC, LSDM Workers",Cash,2259130
India,Bihar,"Financial Year (Apr - Mar), 2019",Ministry of Labour and Employment,Pradhan Mantri Rojgar Protshan Yojana (PMRPY),Cash,339080046
India,Goa,"Financial Year (Apr - Mar), 2018",Ministry of Petroleum and Natural Gas,PAHAL,Cash,655010000
India,Chhattisgarh,"Financial Year (Apr - Mar), 2019","Department of Agriculture, Cooperation and Farmers Welfare",PM KISAN,Cash,12653820000
India,Chandigarh,"Financial Year (Apr - Mar), 2019",Department of Health and Family Welfare,Payments to contractual staff,Cash,129678685
India,Bihar,"Financial Year (Apr - Mar), 2018",Department of Empowerment of Persons with Disabilities,Scholarship For Top Class Education For Students With Disabilities,Cash,123704
India,Bihar,"Financial Year (Apr - Mar), 2017",Ministry of External Affairs,Promotion of Yoga,Cash,1200000
India,Bihar,"Financial Year (Apr - Mar), 2019",Department of Higher Education,Prime Minster's Special Scholarship Scheme For Jammu And Kashmir Students,Cash,4129082
India,Assam,"Financial Year (Apr - Mar), 2019",Department of Higher Education,P. G. Scholarship for Professional Courses for SC/ST candidates,Cash,188600
India,Chhattisgarh,"Financial Year (Apr - Mar), 2019",Ministry of Housing and Urban Affairs,DAY NULM,Cash and In Kind,49706489.7
India,Chandigarh,"Financial Year (Apr - Mar), 2019",Department of Higher Education,Swami Vivekananda Single Girl Child Fellowship for Research in Social Sciences,Cash,1228711
India,Goa,"Financial Year (Apr - Mar), 2018",Department of Youth Affairs,NATIONAL YOUTH CORPS,Cash,89286
India,Bihar,"Financial Year (Apr - Mar), 2019",Department of Empowerment of Persons with Disabilities,Post-matric Scholarship for Persons with Disabilities,Cash,19697581
India,Chhattisgarh,"Financial Year (Apr - Mar), 2019",Department of Financial Services,Atal Pension Yojana,Cash,16603728
India,Bihar,"Financial Year (Apr - Mar), 2019",Department of Health and Family Welfare,Family Planning Compensation schemes,Cash,478721504
India,Chhattisgarh,"Financial Year (Apr - Mar), 2019",Ministry of Housing and Urban Affairs,Credit Link Subsidy Scheme (CLSS),Cash,1152027955
India,Chandigarh,"Financial Year (Apr - Mar), 2019",Department of Pharmaceuticals,Pardhan Mantri Bhartiya Jan Aushadhi Pariyojana (PMBJP),Cash,88683
India,Bihar,"Financial Year (Apr - Mar), 2017",Ministry of Petroleum and Natural Gas,PAHAL,Cash,14896400000
India,Chhattisgarh,"Financial Year (Apr - Mar), 2019",Ministry of Minority Affairs,Post-Matric Scholarship for Minorities,Cash,13751548
India,Delhi,"Financial Year (Apr - Mar), 2019",Ministry of AYUSH,Promotion of International Co-operation in AYUSH,Cash,188015
India,Delhi,"Financial Year (Apr - Mar), 2019",Department of Higher Education,"Junior Research Fellowship in Science, Humanities and Social Sciences",Cash,1637703762
India,Assam,"Financial Year (Apr - Mar), 2019",Department of Social Justice and Empowerment,Central Sector Scheme Of Top Class Education For SC Students,Cash,817560
India,Goa,"Financial Year (Apr - Mar), 2019",Ministry of Labour and Employment,Pradhan Mantri Rojgar Protshan Yojana (PMRPY),Cash,2684724728
India,Bihar,"Financial Year (Apr - Mar), 2019",Ministry of Housing and Urban Affairs,Swachh Bharat Mission Urban,Cash,42000
India,Bihar,"Financial Year (Apr - Mar), 2017",Ministry of Minority Affairs,Post-Matric Scholarship for Minorities,Cash,334194845
India,Bihar,"Financial Year (Apr - Mar), 2018","Ministry of Micro, Small and Medium Enterprises",ATI Scheme (Training Component),In Kind,2574640
India,Delhi,"Financial Year (Apr - Mar), 2019",Department of Health Research,ICMR-Short Term Studentship,Cash,310000
India,Chhattisgarh,"Financial Year (Apr - Mar), 2018",Department of Social Justice and Empowerment,Central Sector Scheme Of Top Class Education For SC Students,Cash,415020
India,Chandigarh,"Financial Year (Apr - Mar), 2019",Department of Science and Technology,Alliance and R and D Mission - INSPIRE Fellowship,Cash,42297604
India,Goa,"Financial Year (Apr - Mar), 2019",Department of Social Justice and Empowerment,Central Sector Scheme Of Top Class Education For SC Students,Cash,74140
India,Delhi,"Financial Year (Apr - Mar), 2018",Ministry of Petroleum and Natural Gas,PRADHAN MANTRI UJJWALA YOJANA,In Kind,116992000
India,Delhi,"Financial Year (Apr - Mar), 2017",Ministry of External Affairs,Promotion of Yoga,Cash,1800000
India,Bihar,"Financial Year (Apr - Mar), 2019",Department of Higher Education,"Junior Research Fellowship in Science, Humanities and Social Sciences",Cash,107853850
India,Bihar,"Financial Year (Apr - Mar), 2017",Ministry of External Affairs,Publications,Cash,3000
India,Assam,"Financial Year (Apr - Mar), 2019",Ministry of Tribal Affairs,National Fellowship and Scholarship for higher education for ST students (for SCHOLARSHIP),Cash,2448964
India,Delhi,"Financial Year (Apr - Mar), 2019",Department of Higher Education,Dr S Radhakrishnan Postdoctoral Fellowship in Humanities and Social Science,Cash,9095575
India,Chandigarh,"Financial Year (Apr - Mar), 2019",Department of Financial Services,Atal Pension Yojana,Cash,1812900
India,Chhattisgarh,"Financial Year (Apr - Mar), 2018",Department of Health and Family Welfare,ASHA incentives,Cash,82219398
India,Chhattisgarh,"Financial Year (Apr - Mar), 2019",Department of Rural Development ,Pradhan Mantri Awas Yojna Grameen,Cash,15566982000
India,Bihar,"Financial Year (Apr - Mar), 2019",Department of Higher Education,Post-Doctoral Fellowship for SC/ST Candidates,Cash,411280
India,Delhi,"Financial Year (Apr - Mar), 2018",Ministry of Tribal Affairs,National Fellowship and Scholarship for higher education for ST students (for SCHOLARSHIP),Cash,1172315
India,Chandigarh,"Financial Year (Apr - Mar), 2017",Ministry of Women and Child Development,Pradhan Mantri Matru Vandana Yojana,Cash,27122000
India,Delhi,"Financial Year (Apr - Mar), 2018",Ministry of Home Affairs (excluding Dep of Official Languages and Dept of Inter State Council Sect),Prime Minister scholarship scheme,Cash,477000
India,Chhattisgarh,"Financial Year (Apr - Mar), 2019",Department of Drinking Water and Sanitation,Swachh Bharat Mission Gramin,Cash and In Kind,1062496561
India,Chandigarh,"Financial Year (Apr - Mar), 2018",Department of Ex-Servicemen Welfare,Raksha Mantri Ex-servicemen Welfare Fund (RMEWF),Cash,564000
India,Bihar,"Financial Year (Apr - Mar), 2018",Department of Health and Family Welfare,NIKSHAY - TB Notification incentive for Private Sector,Cash,99500
India,Goa,"Financial Year (Apr - Mar), 2019",Department of Higher Education,Dr D S Kothari Post Doctoral Fellowship,Cash,2018851
India,Delhi,"Financial Year (Apr - Mar), 2019","Ministry of Micro, Small and Medium Enterprises",Credit Guarantee Scheme,Cash,85267495
India,Chandigarh,"Financial Year (Apr - Mar), 2018",Ministry of Home Affairs (excluding Dep of Official Languages and Dept of Inter State Council Sect),Prime Minister scholarship scheme,Cash,54000
India,Bihar,"Financial Year (Apr - Mar), 2019",Department of Pharmaceuticals,Pardhan Mantri Bhartiya Jan Aushadhi Pariyojana (PMBJP),Cash,1801539
India,Delhi,"Financial Year (Apr - Mar), 2018",Department of Heavy Industry,Demand Incentive Delivery Mechanism under FAME India Scheme,In Kind,10104000
India,Goa,"Financial Year (Apr - Mar), 2019",Department of Health Research,ICMR-Short Term Studentship,Cash,30000
India,Chhattisgarh,"Financial Year (Apr - Mar), 2019",Department of Higher Education,BSR Fellowship,Cash,3127940
India,Bihar,"Financial Year (Apr - Mar), 2019",Ministry of Minority Affairs,Post-Matric Scholarship for Minorities,Cash,325259476
India,Assam,"Financial Year (Apr - Mar), 2019",Department of Higher Education,Saksham scholarship for differently abled students of Degree Colleges,Cash,20000
India,Bihar,"Financial Year (Apr - Mar), 2019",Department of Food and Public Distribution,DBT Kind - PDS operations in 34 states and UTs,In Kind,42614807299.52
India,Delhi,"Financial Year (Apr - Mar), 2019",Ministry of Minority Affairs,Pre- Matric Scholarship for Minorities,Cash,6531056
India,Assam,"Financial Year (Apr - Mar), 2019",Department of Higher Education,Central Sector Scheme of Scholarship for College and University Students,Cash,3280000
India,Chhattisgarh,"Financial Year (Apr - Mar), 2018",Ministry of Minority Affairs,Merit-cum- Means based Scholarship for professional and Technical course for minorities,Cash,10968177
India,Delhi,"Financial Year (Apr - Mar), 2019","Ministry of Environment, Forests and Climate Change",National Mission on Himalayan Studies,Cash,1511600
India,Chandigarh,"Financial Year (Apr - Mar), 2019",Ministry of Housing and Urban Affairs,DAY NULM,Cash and In Kind,400000
India,Assam,"Financial Year (Apr - Mar), 2019",Ministry of Minority Affairs,Maulana Azad National Fellowship for Minority Student,Cash,31087869
India,Goa,"Financial Year (Apr - Mar), 2019",Department of Health and Family Welfare,NIKSHAY - TB patient incentive for nutritional support,Cash and In Kind,3463500
India,Assam,"Financial Year (Apr - Mar), 2019",Department of Health and Family Welfare,Family Planning Compensation schemes,Cash,27604235
India,Bihar,"Financial Year (Apr - Mar), 2017",Department of Empowerment of Persons with Disabilities,"Assistance to Disabled Persons for Purchase, Fitting of Aids, Appliances",In Kind,10150586
India,Assam,"Financial Year (Apr - Mar), 2019",Ministry of Minority Affairs,Merit-cum- Means based Scholarship for professional and Technical course for minorities,Cash,206995174
India,Goa,"Financial Year (Apr - Mar), 2018",Department of Heavy Industry,Demand Incentive Delivery Mechanism under FAME India Scheme,In Kind,663500
India,Goa,"Financial Year (Apr - Mar), 2019",Department of Health Research,ICMR-SRF and RA Fellowship,Cash,870820
India,Goa,"Financial Year (Apr - Mar), 2018",Department of Health and Family Welfare,Family Planning Compensation schemes,Cash,16800
India,Chhattisgarh,"Financial Year (Apr - Mar), 2019",Ministry of Petroleum and Natural Gas,Pradhan Mantri Ujjwala Yojana,In Kind,487393600
India,Bihar,"Financial Year (Apr - Mar), 2019",Ministry of Tribal Affairs,National Fellowship and Scholarship for higher education for ST students (for SCHOLARSHIP),Cash,2494585
India,Delhi,"Financial Year (Apr - Mar), 2019",Department of Financial Services,Life Insurance linked with PMJDY,Cash,180000
India,Chandigarh,"Financial Year (Apr - Mar), 2017",Department of Health and Family Welfare,Family Planning Compensation schemes,Cash,752920
India,Chhattisgarh,"Financial Year (Apr - Mar), 2016",Ministry of Petroleum and Natural Gas,PAHAL,Cash,2461890000
India,Goa,"Financial Year (Apr - Mar), 2018",Ministry of Minority Affairs,Pre- Matric Scholarship for Minorities,Cash,402191
India,Chhattisgarh,"Financial Year (Apr - Mar), 2018",Department of Health and Family Welfare,NIKSHAY - TB patient incentive for nutritional support,Cash and In Kind,6261500
India,Assam,"Financial Year (Apr - Mar), 2019",Department of Higher Education,Dr D S Kothari Post Doctoral Fellowship,Cash,8713652
India,Goa,"Financial Year (Apr - Mar), 2019",Department of Higher Education,Post-Doctoral Fellowship for SC/ST Candidates,Cash,625260
India,Chhattisgarh,"Financial Year (Apr - Mar), 2018",Department of Higher Education,P.G. Scholarship for GATE/GPAT qualified students for pursuing M.Tech/ M.E./M.Pharma- UGC,Cash,45696400
India,Chhattisgarh,"Financial Year (Apr - Mar), 2018",Department of Food and Public Distribution,DBT Kind - PDS Operations In 34 States And UTs,In Kind,7192844015
India,Chandigarh,"Financial Year (Apr - Mar), 2018",Department of Food and Public Distribution,Direct Cash Transfer for food grains,Cash,344312428
India,Assam,"Financial Year (Apr - Mar), 2019",Ministry of Housing and Urban Affairs,STATE AND UT GRANTS UNDER PMAY URBAN,Cash and In Kind,2302430000
India,Gujarat,"Financial Year (Apr - Mar), 2017","Department of Agriculture, Cooperation and Farmers Welfare",Pradhan Mantri Krishi Sinchai Yojana,Cash and In Kind,6692881297
India,Chhattisgarh,"Financial Year (Apr - Mar), 2018",Ministry of Petroleum and Natural Gas,PRADHAN MANTRI UJJWALA YOJANA,In Kind,1184934400
India,Goa,"Financial Year (Apr - Mar), 2019",Department of Fertilizers,Fertilizer Subsidy Scheme,In Kind,75868796
India,Delhi,"Financial Year (Apr - Mar), 2019",Department of Health and Family Welfare,NIKSHAY - DOT Provider Honorarium,Cash,114000
India,Assam,"Financial Year (Apr - Mar), 2019","Ministry of Micro, Small and Medium Enterprises",ATI Scheme (Training Component),In Kind,7279232
India,Chhattisgarh,"Financial Year (Apr - Mar), 2019",Department of Empowerment of Persons with Disabilities,Pre-matric scholarship for Persons with disabilities,Cash,1062800
India,Assam,"Financial Year (Apr - Mar), 2019",Department of Higher Education,Post-Doctoral Fellowship for SC/ST Candidates,Cash,666369
India,Goa,"Financial Year (Apr - Mar), 2019",Ministry of Minority Affairs,Merit-cum- Means based Scholarship for professional and Technical course for minorities,Cash,1975700
India,Delhi,"Financial Year (Apr - Mar), 2018",Ministry of Minority Affairs,Post-Matric Scholarship for Minorities,Cash,8763742
India,Chhattisgarh,"Financial Year (Apr - Mar), 2018",Ministry of Tribal Affairs,National Fellowship and Scholarship for higher education for ST students (for SCHOLARSHIP),Cash,3444221
India,Bihar,"Financial Year (Apr - Mar), 2017",Department of Empowerment of Persons with Disabilities,Pre-matric scholarship for Persons with disabilities,Cash,319600
India,Assam,"Financial Year (Apr - Mar), 2019",Ministry of Home Affairs (excluding Dep of Official Languages and Dept of Inter State Council Sect),Central Scheme for Assistance to the victims of Terrorist and Communal Violence,Cash,5010000
India,Delhi,"Financial Year (Apr - Mar), 2019",Department of Fertilizers,Fertilizer Subsidy Scheme,In Kind,276590798
India,Goa,"Financial Year (Apr - Mar), 2019",Ministry of Information and Broadcasting,Scholarship Scheme Of Satyajit Ray Film And Television Institute Kolkata,Cash,30250
India,Assam,"Financial Year (Apr - Mar), 2019",Ministry of Petroleum and Natural Gas,Pradhan Mantri Ujjwala Yojana,In Kind,1049710400
India,Chandigarh,"Financial Year (Apr - Mar), 2019",Ministry of Housing and Urban Affairs,Credit Link Subsidy Scheme (CLSS),Cash,57116762
India,Assam,"Financial Year (Apr - Mar), 2019",Department of Youth Affairs,IC-International Youth Exchange Programmes,Cash and In Kind,487472
India,Bihar,"Financial Year (Apr - Mar), 2018",Department of Higher Education,Saksham scholarship for differently abled students of Degree Colleges,Cash,20120
India,Bihar,"Financial Year (Apr - Mar), 2019",Ministry of Minority Affairs,Maulana Azad National Fellowship for Minority Student,Cash,10826499
India,Chandigarh,"Financial Year (Apr - Mar), 2019",Department of Higher Education,P.G. Scholarship for GATE/GPAT qualified students for pursuing M.Tech/ M.E./M.Pharma- UGC,Cash,2836500
